Название раздела,Название товара,Изображение,Артикул,Описание,Производитель
,,,,,
Колбы лабораторные,"Колба Эрленмейера, коническая, узкогорлая, с взаимозаменяемым соединением 24/29, 100 мл.",https://himbio.ru/upload/iblock/466/466401fbba5608d9e5ba4393628576dc.png,5000016,"– Соответствуют IS 1381 (Часть II), ISO / DIN 4797
– Равномерная толщина стенок делает эти колбы идеальными для нагревания
– Коническая форма делает их пригодными для смешивания жидкостей
– Легко читаемая шкала и большое окно для надписи для удобной маркировки
– Оснащены взаимозаменяемыми соединениями",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба Эрленмейера, коническая, узкогорлая, 105 х 180 мм, горлышко 34, 500 мл.",https://himbio.ru/upload/iblock/bc7/bc75efe5d83281f33267d7197ba62809.png,4980024,"– Соответствуют IS 1381(Часть II), ISO / DIN 1773
– Равномерная толщина стенок делает эти колбы идеальными для нагревания
– Коническая форма делает их пригодными для смешивания жидкостей
– Легко читаемая шкала и большое окно для надписи для удобной маркировки
– Градуированы от 25 мл до 5000 мл",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба, перегонная, длинногорлая, плоскодонная, 350 x 495 мм, горлышко 75 мм, 20000 мл.",https://himbio.ru/upload/iblock/696/696fbb13ec92e03312c41ad8581cedee.png,4060040,"– Соответствуют IS 1381 (Часть-1), ISO 1773
– Равномерная толщина стенок делает эти колбы идеальными для нагревания
– Все размеры оснащены стойким, матовым, покрытым эмалью окном для маркировки простым карандашом",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба, коническая, с винтовой крышкой, тип горлышка GL 45, 500 мл.",https://himbio.ru/upload/iblock/592/5929be58f1b2e57822b06d05937c2c5c.png,5021024,"– Равномерная толщина стенок делает эти колбы идеальными для нагревания
– Коническая форма делает их пригодными для смешивания жидкостей
– Эти колбы комплектутся стеклянной пробкой",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба, перегонная, длинногорлая, плоскодонная, 105х165 мм, горлышко 34 мм, 500 мл.",https://himbio.ru/upload/iblock/0f4/0f47d6d618aa80ba57268aaeba7b1f29.png,4060024,"– Соответствуют IS 1381 (Часть-1), ISO 1773
– Равномерная толщина стенок делает эти колбы идеальными для нагревания
– Все размеры оснащены стойким, матовым, покрытым эмалью окном для маркировки простым карандашом",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба Эрленмейера, коническая, узкогорлая, с взаимозаменяемой пробкой, 29/32, 1000 мл.",https://himbio.ru/upload/iblock/c72/c7234f0028ce8ce12108fcb299e23567.png,5020029,"– Равномерная толщина стенок делает эти колбы идеальными для нагревания
– Коническая форма делает их пригодными для смешивания жидкостей
– Эти колбы комплектутся стеклянной пробкой",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба,перегонная,круглодонная,короткогорлая,с взаимозам.соединением,высота 300 мм,55/44,5000 мл.",https://himbio.ru/upload/iblock/238/238e0f0e734c7b20ee2cfc24dd93d7ae.png,"4,38E+036","– Изготовлены из боросиликатного стекла
– Равномерная толщина стенок и круглая форма основания делает эти колбы идеальными для нагревания
– Обычно используется в процессах дистилляции и экстракции
– Большое окно для маркировки",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колбы Эрленмейера, конические, широкогорлые, 250 мл, 85 x 142 mm горлышко 50 mm",https://himbio.ru/upload/iblock/58a/58a41b263d1d2d0f6d53338aea2838b9.png,5100021,"– Соответствуют IS 1381
– Равномерная толщина стенок делает эти колбы идеальными для нагревания
– Коническая форма делает их пригодными для смешивания жидкостей
– Легко читаемая шкала и большое окно для надписи для удобной маркировки
– Разработаны с широким горлышком, что облегчает очистку и заполнение",Нет информации о производителе
,,,,,
Колбы лабораторные,"Колбы Эрленмейера, конические, широкогорлые, 500 мл, 105 x 175 mm горлышко 50 mm ",https://himbio.ru/upload/iblock/0aa/0aa64e3fbcb60577a78dda74ef5d69b4.png,5100024,"– Соответствуют IS 1381
– Равномерная толщина стенок делает эти колбы идеальными для нагревания
– Коническая форма делает их пригодными для смешивания жидкостей
– Легко читаемая шкала и большое окно для надписи для удобной маркировки
– Разработаны с широким горлышком, что облегчает очистку и заполнение",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба, фильтровальная, с осевым горлышком, с трубкой (колба Бунзена) 230 x 488 mm, 10000 мл",https://himbio.ru/upload/iblock/b0d/b0d18ca8648a68459ba6a2cd1dbf9d43.png,5340038,"– Эти колбы выдуваются в специальных формах
– Форма разработана для придания максимальной механической прочности
– Идеально подходит для использования с воронкой Бюхнера (каталожный номер 36060) и тигелем Гуча
(каталожный номер 32060) с вплавленными пластинами, которые имеют различную пористость стекла",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба, грушевидная, пригодна для роторного испарителя со  штативом, горлышко 29/32, 100 мл.",https://himbio.ru/upload/iblock/39e/39e1aded64bd72bdfb645163c55c5d23.png,4320016,"– Роторные испарительные колбы используются сместе с роторными испарителями
– Идеально подходят для нагревания чувствительных комбинаций растворителей/растворенных веществ
– Пригодны для экстракции ключевых компонентов, таких как ароматов, масла,
лекарственных средств и натуральных экстрактов",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба Эрленмейера, коническая, узкогорлая, с взаимозаменяемым соединением 24/29, 250 мл.",https://himbio.ru/upload/iblock/b0b/b0bcd31a6f77c19f218f2da7c6609108.png,5000021,"– Соответствуют IS 1381 (Часть II), ISO / DIN 4797
– Равномерная толщина стенок делает эти колбы идеальными для нагревания
– Коническая форма делает их пригодными для смешивания жидкостей
– Легко читаемая шкала и большое окно для надписи для удобной маркировки
– Оснащены взаимозаменяемыми соединениями",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба Эрленмейера, коническая, узкогорлая, 85 х 140 мм, горлышко 34, 250 мл.",https://himbio.ru/upload/iblock/005/0055ce672b1f60d30c7ab4756027d39c.png,4980021,"– Соответствуют IS 1381(Часть II), ISO / DIN 1773
– Равномерная толщина стенок делает эти колбы идеальными для нагревания
– Коническая форма делает их пригодными для смешивания жидкостей
– Легко читаемая шкала и большое окно для надписи для удобной маркировки
– Градуированы от 25 мл до 5000 мл",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба Эрленмейера, коническая, широкогорлая, 70 x 110 мм, горлышко 34 мм, 100 мл. ",https://himbio.ru/upload/resize_cache/webp/iblock/4aa/4aaa03aa59c2775173c0a00e807407cc.webp,5100016,"– Равномерная толщина стенок делает эти колбы идеальными для нагревания
– Коническая форма делает их пригодными для смешивания жидкостей
– Эти колбы комплектутся стеклянной пробкой",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба, перегонная, с боковым отводом (колба Энглера) 110 x 250 мм, горлышко 28, 500 мл.",https://himbio.ru/upload/iblock/5ee/5ee0b7508e97284c8ba3e41ac3b9d47f.png,4620024,"– Соответствуют IS 2620
– Равномерная толщина стенок делает эти колбы идеальными для нагревания
– Пригодны для перегонного процесса
– Спецификация согласно стандарту Института нефти IP 123 / 64",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба, перегонная, с боковым отводом (колба Энглера), 88 x 230 мм, горлышко 25, 250 мл.",https://himbio.ru/upload/iblock/a1e/a1e2953cf43284bdd89a648bd1b49e9e.png,4620021,"– Соответствуют IS 2620
– Равномерная толщина стенок делает эти колбы идеальными для нагревания
– Пригодны для перегонного процесса
– Спецификация согласно стандарту Института нефти IP 123 / 64",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба Эрленмейера, коническая, узкогорлая, с взаимозаменяемой пробкой, 24/29, 100 мл.",https://himbio.ru/upload/resize_cache/webp/iblock/b39/b39a0fe54cbfd0f5d42cffaaaa386af7.webp,5020016,"– Равномерная толщина стенок делает эти колбы идеальными для нагревания
– Коническая форма делает их пригодными для смешивания жидкостей
– Эти колбы комплектутся стеклянной пробкой",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба Эрленмейера, коническая, узкогорлая, с взаимозаменяемой пробкой, 24/29, 500 мл.",https://himbio.ru/upload/iblock/9c7/9c798cbe8648208be428e5a17a8a87e4.png,5020024,"– Равномерная толщина стенок делает эти колбы идеальными для нагревания
– Коническая форма делает их пригодными для смешивания жидкостей
– Эти колбы комплектутся стеклянной пробкой",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба, перегонная, грушевидная, короткогорлая, с взаимозаменяемым соединением 14/23, 25 мл.",https://himbio.ru/upload/iblock/e52/e522d24e790da8b348e0d187cef59385.png,4315009,"– Изготовлены из боросиликатного стекла
– Коническая форма делает их идеальными для реакций малого объёма
– Большое окно для маркировки",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колбы лабораторные,"Колба, грушевидная, пригодна для роторного испарителя со  штативом, горлышко 29/32, 2000 мл.",https://himbio.ru/upload/iblock/514/51459be258409b9ef30caef3ed88cd8a.png,4320030,"– Роторные испарительные колбы используются сместе с роторными испарителями
– Идеально подходят для нагревания чувствительных комбинаций растворителей/растворенных веществ
– Пригодны для экстракции ключевых компонентов, таких как ароматов, масла,
лекарственных средств и натуральных экстрактов",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографич, не маркир, с микропор. диском и  кр. Boroflo, дл.экстр. 450 мм, канал 30мм",https://himbio.ru/upload/iblock/8ce/8cef39ad1c1370f83ca65c1909a55105.png,6111063,"– Оснащены ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, когда используется ПТФЭ шпиндель
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографич., не маркир., с микропор. диском и  кр. Boroflo, дл.экстр. 500 мм, канал 10мм",https://himbio.ru/upload/iblock/599/599c804e931288cce2bb03a4b8447821.png,6111064,"– Оснащены ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, когда используется ПТФЭ шпиндель
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографическая, не маркированная, с пр. ПТФЭ краном, дл. экстрактора 600 мм, канал 30мм",https://himbio.ru/upload/resize_cache/webp/iblock/9ee/9ee2c4edd1962d81ed68e5e8b6728547.webp,6120066,"– Оснащены ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, когда используется ПТФЭ шпиндель
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка хроматограф, не маркир, с микропор. диском, с ПТФЭ краном, дл.экстракт.1000 мм, канал 40 мм.",https://himbio.ru/upload/iblock/7f7/7f78a659dc55d20ea356090ef447b98b.png,6121068,"– Оснащены ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, когда используется ПТФЭ шпиндель
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка хроматографическая, не маркир., с прямым стеклян. краном, экстрактор 600 мм, канал 40 мм.",https://himbio.ru/upload/iblock/948/948eb6d2819d422f49f97d9d6d6eddef.png,6100067,"– Разработаны с прямым краном, что увеличивает срок службы по сравнению с кранами ПТФЭ
– Стеклянный кран способствует плавному регулированию и контролю
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографическая, не маркированная, с краном Boroflo, дл.экстрактора 450 мм, канал 30 мм.",https://himbio.ru/upload/iblock/0ef/0ef5ebdb717b53d7b75c1c77b7d32c8c.png,6110063,"– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографическая, не маркированная, с краном Boroflo, дл.экстрактора 500 мм, канал 18 мм.",https://himbio.ru/upload/iblock/067/0678b8d80a2c5fd1758ea1e75d360b90.png,6110065,"– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографическая, не маркированная, с краном Boroflo, дл.экстрактора 600 мм, канал 40 мм.",https://himbio.ru/upload/iblock/6fd/6fde0d14775a1e84d808b071e871bdb0.png,6110067,"– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка хроматографическая, не маркир., с прямым стеклян. краном, экстрактор 1000 мм, канал 40мм.",https://himbio.ru/upload/resize_cache/webp/iblock/342/342c0c39823e1e38820d3cdc9555e6b1.webp,6100068,"– Разработаны с прямым краном, что увеличивает срок службы по сравнению с кранами ПТФЭ
– Стеклянный кран способствует плавному регулированию и контролю
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографич., не маркир., с микропор. диском и  кр. Boroflo, дл.экстр. 500 мм, канал 18мм",https://himbio.ru/upload/iblock/2b9/2b92006fa217cbfa5943e39e8045f35f.png,6111065,"– Оснащены ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, когда используется ПТФЭ шпиндель
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографич., не маркир., с микропор. диском и  кр. Boroflo, дл.экстр. 600 мм, канал 30мм",https://himbio.ru/upload/iblock/10a/10a7c95b6a84b8482c750426672ee9bb.png,6111066,"– Оснащены ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, когда используется ПТФЭ шпиндель
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографич., не маркир., с микропор. диском и  кр. Boroflo, дл.экстр. 600 мм, канал 40мм",https://himbio.ru/upload/iblock/982/982e6956e6d7921cc0356018556aeac3.png,6111067,"– Оснащены ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, когда используется ПТФЭ шпиндель
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографич., не маркир, с микропор. диском и  кр. Boroflo, дл.экстр. 1000 мм, канал 40мм",https://himbio.ru/upload/iblock/d85/d85e50dee3acd075358dad59f0770656.png,6111068,"– Оснащены ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, когда используется ПТФЭ шпиндель
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографическая, не маркированная, с пр. ПТФЭ краном, дл. экстрактора 600 мм, канал 40мм",https://himbio.ru/upload/resize_cache/webp/iblock/b0a/b0a7c7b0ffb08a8ae99db116c3adcb8f.webp,6120067,"– Оснащены ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, когда используется ПТФЭ шпиндель
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка хроматографическая, не маркир., с прямым стеклян. краном, экстрактор 450 мм, канал 30 мм.",https://himbio.ru/upload/iblock/5e4/5e4fc7d0c41068bd6065cecf8d9ea744.png,6100063,"– Разработаны с прямым краном, что увеличивает срок службы по сравнению с кранами ПТФЭ
– Стеклянный кран способствует плавному регулированию и контролю
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографическая, не маркированная, с краном Boroflo, дл.экстрактора 300 мм, канал 18 мм.",https://himbio.ru/upload/iblock/63f/63f3a1785f9785141222608e6868108b.png,6110062,"– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографическая, не маркированная, с краном Boroflo, дл.экстрактора 500 мм, канал 10 мм.",https://himbio.ru/upload/iblock/d86/d864866f2e91508f1c048cde651289d1.png,6110064,"– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографическая, не маркированная, с краном Boroflo, дл.экстрактора 600 мм, канал 30 мм.",https://himbio.ru/upload/iblock/2ee/2ee5b65a2b4790e59806fc918338cee5.png,6110066,"– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка хроматографич, не маркир., с микропор. диском и стекл. краном, дл.экстр. 1000 мм, канал 40мм",https://himbio.ru/upload/iblock/211/2112ff04c2c904f7ebb775ab026315e8.png,6101068,"– Разработаны с прямым краном, что увеличивает срок службы по сравнению с кранами ПТФЭ
– Стеклянный кран способствует плавному регулированию и контролю.
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений
– Колонка дополнена микропористым диском (Класса I) для лучшего результата",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографич., не маркир., с микропор. диском и  кр. Boroflo, дл.экстр. 300 мм, канал 10мм",https://himbio.ru/upload/iblock/015/015d31c1c5817768c67e5233199f8c75.png,6111061,"– Оснащены ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, когда используется ПТФЭ шпиндель
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографическая, не маркированная, с кр. Boroflo, дл.экстрактора 1000 мм, канал 40 мм.",https://himbio.ru/upload/resize_cache/webp/iblock/137/13720b68159215d536c8387eb1c6301e.webp,6110068,"– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка хроматографич, не маркир., с микропор. диском и стекл. краном, дл.экстр. 1000 мм, канал 40мм",https://himbio.ru/upload/resize_cache/webp/iblock/211/2112ff04c2c904f7ebb775ab026315e8.webp,6101068,"– Разработаны с прямым краном, что увеличивает срок службы по сравнению с кранами ПТФЭ
– Стеклянный кран способствует плавному регулированию и контролю.
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений
– Колонка дополнена микропористым диском (Класса I) для лучшего результата",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографическая, не маркированная, с пр. ПТФЭ краном, дл. экстрактора 500 мм, канал 10мм",https://himbio.ru/upload/resize_cache/webp/iblock/76b/76b3c424ae5737b32bc1aaee788845e6.webp,6120064,"– Оснащены ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, когда используется ПТФЭ шпиндель
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка хроматографич, не маркир., с микропор. диском и  стекл. краном, дл.экстр. 500 мм, канал 18мм",https://himbio.ru/upload/resize_cache/webp/iblock/44c/44c85e565b45ff460946c0d9994fd6a6.webp,6101065,"– Разработаны с прямым краном, что увеличивает срок службы по сравнению с кранами ПТФЭ
– Стеклянный кран способствует плавному регулированию и контролю.
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений
– Колонка дополнена микропористым диском (Класса I) для лучшего результата",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка хроматографич, не маркир., с микропор. диском и  стекл. краном, дл.экстр. 450 мм, канал 30мм",https://himbio.ru/upload/resize_cache/webp/iblock/d7c/d7c3b9695ec8d96c5d48f4c39349713e.webp,6101063,"– Разработаны с прямым краном, что увеличивает срок службы по сравнению с кранами ПТФЭ
– Стеклянный кран способствует плавному регулированию и контролю.
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений
– Колонка дополнена микропористым диском (Класса I) для лучшего результата",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографическая, не маркированная, с краном Boroflo, дл.экстрактора 300 мм, канал 18 мм.",https://himbio.ru/upload/resize_cache/webp/iblock/63f/63f3a1785f9785141222608e6868108b.webp,6110062,"– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографическая, не маркированная, с пр. ПТФЭ краном, дл. экстрактора 500 мм, канал 18мм",https://himbio.ru/upload/resize_cache/webp/iblock/eb5/eb5a286298d09a5f27b7d626250b8f8d.webp,6120065,"– Оснащены ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, когда используется ПТФЭ шпиндель
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка хроматографич, не маркир., с микропор. диском и  стекл. краном, дл.экстр. 500 мм, канал 10мм",https://himbio.ru/upload/resize_cache/webp/iblock/cb3/cb3e3e93b1e45fbd76d78063e87fb70a.webp,6101064,"– Разработаны с прямым краном, что увеличивает срок службы по сравнению с кранами ПТФЭ
– Стеклянный кран способствует плавному регулированию и контролю.
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений
– Колонка дополнена микропористым диском (Класса I) для лучшего результата",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографическая, не маркированная, с пр. ПТФЭ краном, дл. экстрактора 300 мм, канал 10мм",https://himbio.ru/upload/resize_cache/webp/iblock/a27/a27a17c26e7d9d65df52a7eaaccdbeca.webp,6120061,"– Оснащены ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, когда используется ПТФЭ шпиндель
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка хроматографическая, не маркир., с прямым стеклян. краном, экстрактор 600 мм, канал 30мм.",https://himbio.ru/upload/resize_cache/webp/iblock/8d5/8d588d479da7f193a0605c2c53fcf5ff.webp,6100066,"– Разработаны с прямым краном, что увеличивает срок службы по сравнению с кранами ПТФЭ
– Стеклянный кран способствует плавному регулированию и контролю
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка хроматограф., не маркир, с микропор. диском, с ПТФЭ краном, дл.экстракт.500 мм, канал 18 мм.",https://himbio.ru/upload/resize_cache/webp/iblock/884/884b814372a610af0957380367d30aa1.webp,6121065,"– Оснащены ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, когда используется ПТФЭ шпиндель
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка хроматографическая, не маркир., с прямым стеклян. краном, экстрактор 500 мм, канал 10мм.",https://himbio.ru/upload/resize_cache/webp/iblock/108/108d13e121690c9fef41d070d5e82947.webp,6100064,"– Разработаны с прямым краном, что увеличивает срок службы по сравнению с кранами ПТФЭ
– Стеклянный кран способствует плавному регулированию и контролю
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка хроматографич, не маркир., с микропор. диском и  стекл. краном, дл.экстр. 600 мм, канал 40мм",https://himbio.ru/upload/resize_cache/webp/iblock/afc/afc78eeb0754bdb02c93ce3a162c1e2f.webp,6101067,"– Разработаны с прямым краном, что увеличивает срок службы по сравнению с кранами ПТФЭ
– Стеклянный кран способствует плавному регулированию и контролю.
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений
– Колонка дополнена микропористым диском (Класса I) для лучшего результата",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка, хроматографич, не маркир, с микропор. диском и  кран.Boroflo, дл.экстр. 200 мм, канал 10мм",https://himbio.ru/upload/resize_cache/webp/iblock/173/1734d8caaca79df6a243ae75c093015d.webp,6111060,"– Оснащены ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, когда используется ПТФЭ шпиндель
– Колонка дополнена микропористым диском для лучшего результата
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка хроматографическая, не маркир., с прямым стеклян. краном, экстрактор 500 мм, канал 18 мм.",https://himbio.ru/upload/resize_cache/webp/iblock/0bb/0bb44b4313878716559f8c289f540e85.webp,6100065,"– Разработаны с прямым краном, что увеличивает срок службы по сравнению с кранами ПТФЭ
– Стеклянный кран способствует плавному регулированию и контролю
– Как правило, используются для очистки индивидуальных соединений из смеси соединений",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Колонки хроматографические,"Колонка хроматографич, не маркир., с микропор. диском и  стекл. краном, дл.экстр. 300 мм, канал 18мм",https://himbio.ru/upload/resize_cache/webp/iblock/5ca/5ca3aa301d4307f434219a8feae70147.webp,6101062,Нет описания данного товара,БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
