Название раздела,Название товара,Изображение,Артикул,Описание,Производитель
,,,,,
Бутыли,"Бутыль, отсосная, с крышкой GL 45 и сменным краном 101 x 225 мм  1000 мл.",https://himbio.ru/upload/resize_cache/webp/iblock/e34/e34804960b6d800d9cf1c583a18bb583.webp,1245029,"– Соответствуют IS 1388 (Часть III), ISO / DIN 4796 (Часть III)
– Большое окно для маркировки
– Поставляется с винтовой крышкой из ПП и сливным кольцом
– Подходит для хранения агрессивных растворов, которые могут повредить пластиковые детали
– Все бутыли оснащены покрытым стойкой матовой эмалью окном для маркировки
– Дозирование жидкостей краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бутыли,"Бутыль, с пипеткой и резиновой соской 55 x 120 мм отверстие 14/26  125 мл",https://himbio.ru/upload/resize_cache/webp/iblock/220/220cd7725c64fca071f7acc996b7f1bc.webp,1640017,"– Изготовлены из боросиликатного стекла
– Высокая химическая стойкость
– Поставляются с взаимозаменяемой прозрачной пипеткой с резиновой соской",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бутыли,"Бутыль для реактивов, квадратная,  винтовая крышка, градуирована 105х105х187 мм горл. GL80  1000 мл.",https://himbio.ru/upload/resize_cache/webp/iblock/b9c/b9c346a9453674da9730142805c1ccd4.webp,1506029,"– Производится из боросиликатного стекла длс лучшей химической и термической стойкости
– Широкая горловина (80 мм) и специальная конструкция резьбы предназначены для лёгкого пересыпания порошков и гранул и переливания жидкостей
– Большая площадь основания обеспечивает устойчивость
– Гладкая поверхность обеспечивает лёгкую очистку
– Имеется покрытое эмалью окно для маркировки",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
Бюретки,"Бюретка, Boroflo, оснащена Boroflo ОН (Общего назначения), класс Б, 25 мл, интервал градуир. 0.1 мл",https://himbio.ru/upload/iblock/af9/af93e9b9b16ee3e419f8ddc2266603d7.png,2122009D,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– Поставляются с Boroflo краном с ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, так как используется ПТФЭ шпиндель
– Легко разбирается и чистится",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с прямым краном, точность согласно классу B, 100 мл, интервал градуировки 0.2 мл.",https://himbio.ru/upload/iblock/f7a/f7aa7d0dfaf01e3b65ac845396ce2000.png,2124016D,"– СоответствуютISO / DIN 385
– Калибровка при 20°С
– Разработаны с прямым краном, что увеличивает срок службы, по сравнению с кранами с ПТФЭ шпинделями
– Стеклянный кран усиливает контроль и обеспечивает более плавные действия",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с автоматич. установкой 0, класс B, с резервуаром, 50 мл, интервал градуировки 0,1 мл.",https://himbio.ru/upload/iblock/419/419f86af767f8dafc15d681ac866131a.png,2150012,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– С автоматическим механизмом обнуления
– Простое обслуживание
– Чтобы заполнить бюретки, применяется небольшое положительное давление в нижнем плече
– Для установки нуля, выпустите давление, чтобы позволить избытку жидкости, перетечь обратно в бутыль
– Бюретки изготовлены из химически стойкого боросиликатного стекла
– Надписи сделаны белой эмалью
– Со стеклянным краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с автоматич. установкой 0, класс B, с резервуаром,100 мл, интервал градуировки 0,2 мл.",https://himbio.ru/upload/iblock/226/2266a9511e128d4786101a9e0d60d6ea.png,2150016,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– С автоматическим механизмом обнуления
– Простое обслуживание
– Чтобы заполнить бюретки, применяется небольшое положительное давление в нижнем плече
– Для установки нуля, выпустите давление, чтобы позволить избытку жидкости, перетечь обратно в бутыль
– Бюретки изготовлены из химически стойкого боросиликатного стекла
– Надписи сделаны белой эмалью
– Со стеклянным краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с автоматич. установ.0, класс Б,с резервуаром и Boroflo кр, 25 мл, интервал градуир. 0,1 мл",https://himbio.ru/upload/iblock/e7d/e7d50c0cbf081fb663bf30f28a12c1db.png,2156009,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– С автоматическим механизмом обнуления
– Простое обслуживание
– Чтобы заполнить бюретки, применяется небольшое положительное давление в нижнем плече
– Для установки нуля, выпустите давление, чтобы позволить избытку жидкости, перетечь обратно в бутыль
– Бюретки изготовлены из химически стойкого боросиликатного стекла 3.3
– Надпись сделана белой эмалью
– Со стеклянным краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с автоматич. установкой 0, класс B, с резервуаром,10 мл, интервал градуировки 0,05 мл",https://himbio.ru/upload/iblock/aee/aee04755a756935a12e4f22c111d96b4.png,2150006,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– С автоматическим механизмом обнуления
– Простое обслуживание
– Чтобы заполнить бюретки, применяется небольшое положительное давление в нижнем плече
– Для установки нуля, выпустите давление, чтобы позволить избытку жидкости, перетечь обратно в бутыль
– Бюретки изготовлены из химически стойкого боросиликатного стекла
– Надписи сделаны белой эмалью
– Со стеклянным краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретки, Boroflo ОН (Общего назначения), кран ПТФЭ, класс А, янтарного оттенка,50 ml",https://himbio.ru/upload/iblock/b58/b58914eb873f20aaf09090253d0cd54c.png,2001012,Нет описания данного товара,БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретки с прямым краном, точность согласно классу А, с сертификатом, сертифицировано НСАЛ, 100  мл",https://himbio.ru/upload/iblock/11b/11b2cdc05ce81b29cbc0d5d191f233f6.png,2002016,"– Соответствуют IS 1997, ISO / DIN 385",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, Boroflo,оснащена Boroflo ОН, янтарного цвета ,класс B, 25мл, интервал градуировки 0,1мл. ",https://himbio.ru/upload/iblock/4f1/4f115fa048a9c7613f85e803a9c7d8c3.png,2132009,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– Как правило, используются в процессе титрования
– Производится с ПТФЭ шпинделем Boroflo, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, так как используется ПТФЭ шпиндель
– Отклонения объемного содержания соответствуют классу В IS иISO
– Янтарный цвет наносится на внешнюю поверхность",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, Boroflo, оснащена Boroflo ОН, 25 мл, интервал градуировки 0.1 мл. 25 мл",https://himbio.ru/upload/iblock/f9c/f9c40784b37449dc4590537a5e606765.png,2121009A,"– СоответствуютISO / DIN 385
– Калибровка при 20°С
– Как правило, используются в процессе титрования
– Поставляются с Boroflo краном с ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Индивидуально протестированы, для точного объема, распределенного на 3 пунктах по шкале
– Нет необходимости в смазке, так как используется ПТФЭ шпиндель",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, Boroflo, оснащена Boroflo ОН , янтарного цвета, кл. B,  50 мл, интервал градуировки 0.1 мл",https://himbio.ru/upload/iblock/e95/e95bb11fb50928594734dbbc7a37a9e7.png,2132012,Нет описания данного товара,БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, Boroflo, оснащена Boroflo ОН, класс A, 100 мл, интервал градуировки 0.2 мл.",https://himbio.ru/upload/iblock/5bb/5bb7aecbd68c8edafd34ee9f5974e84c.png,2121016A,"– СоответствуютISO / DIN 385
– Калибровка при 20°С
– Как правило, используются в процессе титрования
– Поставляются с Boroflo краном с ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Индивидуально протестированы, для точного объема, распределенного на 3 пунктах по шкале
– Нет необходимости в смазке, так как используется ПТФЭ шпиндель",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, Boroflo, оснащена Boroflo ОН (Общего назначения), класс Б, 50мл, интервал градуир. 0.1 мл.",https://himbio.ru/upload/iblock/d77/d772a395f6d722a76ed526308340d2a4.png,2122012D,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– Поставляются с Boroflo краном с ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, так как используется ПТФЭ шпиндель
– Легко разбирается и чистится",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с прямым краном, точность согласно классу А, 100 мл,интервал градуировки 0.2 мл.",https://himbio.ru/upload/iblock/2a4/2a4e66e120b8ccb45439a1e7320b1890.png,2123016A,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– Как правило, используются в процессе титрования
– Разработаны с прямым краном, что увеличивает срок службы, по сравнению с кранами с ПТФЭ шпинделями
– Стеклянный кран усиливает контроль и обеспечивает более плавные действия",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с автоматич. установ. 0, класс B, с резервуаром, с ПТФЭ кр, 50 мл,интервал градуир. 0,1 мл.",https://himbio.ru/upload/iblock/194/194abcea65ffa7fdb5a46cf05145688d.png,2154012,"– Калибровка при 20°С
– С автоматическим механизмом обнуления
– Простое обслуживание
– Чтобы заполнить бюретки, применяется небольшое положительное давление в нижнем плече
– Для установки нуля, выпустите давление, чтобы позволить избытку жидкости, перетечь обратно в бутыль
– Бюретки изготовлены из химически стойкого боросиликатного стекла
– Надписи сделаны белой эмалью
– Со стеклянным краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с автоматич. установ.0, класс Б,с резервуаром и Boroflo кр, 50 мл, интервал градуир. 0,1 мл",https://himbio.ru/upload/iblock/bce/bce80ea8502830bfe00a3dee488aaac9.png,2156012,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– С автоматическим механизмом обнуления
– Простое обслуживание
– Чтобы заполнить бюретки, применяется небольшое положительное давление в нижнем плече
– Для установки нуля, выпустите давление, чтобы позволить избытку жидкости, перетечь обратно в бутыль
– Бюретки изготовлены из химически стойкого боросиликатного стекла 3.3
– Надпись сделана белой эмалью
– Со стеклянным краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с автоматич. установ.0, класс Б,с резервуаром и Boroflo кр,100 мл, интервал градуир. 0,2 мл",https://himbio.ru/upload/iblock/b2a/b2a02fd8581639af953c8ac8ae06e98f.png,2156016,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– С автоматическим механизмом обнуления
– Простое обслуживание
– Чтобы заполнить бюретки, применяется небольшое положительное давление в нижнем плече
– Для установки нуля, выпустите давление, чтобы позволить избытку жидкости, перетечь обратно в бутыль
– Бюретки изготовлены из химически стойкого боросиликатного стекла 3.3
– Надпись сделана белой эмалью
– Со стеклянным краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретки, с прямым краном, класс А, 50 мл, интервал градуировки 0,1 мл.",https://himbio.ru/upload/iblock/c91/c9180f1a7d42b38947fca88dd24373c8.png,2123012A,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– Как правило, используются в процессе титрования
– Разработаны с прямым краном, что увеличивает срок службы, по сравнению с кранами с ПТФЭ шпинделями
– Стеклянный кран усиливает контроль и обеспечивает более плавные действия",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретки, Boroflo ОН (Общего назначения),кран с ПТФЭ, класс А, сертифицировано НСАЛ, 25 мл",https://himbio.ru/upload/iblock/0b6/0b68bfb7b3ec2758936f8f433c58e130.png,2000009D,"– Соответствуют IS 1997, ISO / DIN 385",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретки с прямым краном, точность согласно классу А, с сертификатом, сертифицировано НСАЛ, 50  мл",https://himbio.ru/upload/iblock/b16/b16ec3b306d8548afac67e9014dc6b84.png,2002012,"– Соответствуют IS 1997, ISO / DIN 385",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, Boroflo, оснащена Boroflo ОН (Общего назначения), класс Б, 100мл, интервал градуир. 0.2 мл.",https://himbio.ru/upload/iblock/72d/72d4d9428cb8fc8a94cc6a4b23e532ff.png,2122016D,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– Поставляются с Boroflo краном с ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, так как используется ПТФЭ шпиндель
– Легко разбирается и чистится",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с прямым краном, точность согласно классу А, 2 мл,интервал градуировки 0.02 мл.",https://himbio.ru/upload/iblock/6a6/6a64645bebb5bf001519ce0a142283a4.png,2123002D,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– Как правило, используются в процессе титрования
– Разработаны с прямым краном, что увеличивает срок службы, по сравнению с кранами с ПТФЭ шпинделями
– Стеклянный кран усиливает контроль и обеспечивает более плавные действия",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с прямым краном, точность согласно классу B, 2 мл, интервал градуировки 0.02 мл. ",https://himbio.ru/upload/iblock/5a3/5a35c4453b020138579ea893d5bc78ac.png,2124002D,"– СоответствуютISO / DIN 385
– Калибровка при 20°С
– Разработаны с прямым краном, что увеличивает срок службы, по сравнению с кранами с ПТФЭ шпинделями
– Стеклянный кран усиливает контроль и обеспечивает более плавные действия",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с прямым краном, точность согласно классу B, 10 мл, интервал градуировки 0.05 мл.",https://himbio.ru/upload/iblock/9ac/9acc0a97cb291195b175ddde1d2a66f8.png,2124006D,"– СоответствуютISO / DIN 385
– Калибровка при 20°С
– Разработаны с прямым краном, что увеличивает срок службы, по сравнению с кранами с ПТФЭ шпинделями
– Стеклянный кран усиливает контроль и обеспечивает более плавные действия",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с прямым краном, точность согласно классу B, 25 мл, интервал градуировки 0.1 мл.",https://himbio.ru/upload/iblock/5e0/5e04ccb62ea0e12a314fb3d0de2f4bea.png,2124009D,"– СоответствуютISO / DIN 385
– Калибровка при 20°С
– Разработаны с прямым краном, что увеличивает срок службы, по сравнению с кранами с ПТФЭ шпинделями
– Стеклянный кран усиливает контроль и обеспечивает более плавные действия",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с автоматич. установ.0, класс A,с резервуаром и Boroflo кр,10 мл, интервал градуир. 0,05 мл",https://himbio.ru/upload/iblock/561/56111f970c7ebb091bb04d181c923b28.png,2155006D,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– С автоматическим механизмом обнуления
– Индивидуально протестированы для точного объема
– Простое обслуживание
– Чтобы заполнить бюретки, применяется небольшое положительное давление в нижнем плече
– Для установки нуля, выпустите давление, чтобы позволить избытку жидкости, перетечь обратно в бутыль
– Бюретки изготовлены из химически стойкого боросиликатного стекла 3.3
– Надпись сделана белой эмалью
– Со стеклянным краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с зажимом на наконечнике, точность согласно классу В, 50 мл, интервал градуировки 0,1 мл",https://himbio.ru/upload/iblock/e75/e75239fac40d29b5a3dd9834cb1ed4f5.png,2118012,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– Как правило, используются в процессе титрования
– Отклонения объемного содержания соответствуют классу В ISO",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с автоматич. установкой 0, класс B, с резервуаром, 25 мл, интервал градуировки 0,1 мл.",https://himbio.ru/upload/iblock/1ac/1ac4d25d397919a978d67b4277ee50a1.png,2150009,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– С автоматическим механизмом обнуления
– Простое обслуживание
– Чтобы заполнить бюретки, применяется небольшое положительное давление в нижнем плече
– Для установки нуля, выпустите давление, чтобы позволить избытку жидкости, перетечь обратно в бутыль
– Бюретки изготовлены из химически стойкого боросиликатного стекла
– Надписи сделаны белой эмалью
– Со стеклянным краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретки, Boroflo ОН (Общего назначения), кран ПТФЭ,класс А, янтарного оттенка, 25 ml",https://himbio.ru/upload/resize_cache/webp/iblock/ba9/ba95747148315426a36bbd48cd264ed7.webp,2001009,Нет описания данного товара,БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, Boroflo, оснащена Boroflo ОН (общ. назнач.), класс А,янтарн.цв, 50мл,интерв. градуир. 0,1мл",https://himbio.ru/upload/iblock/7b5/7b5ee61188f539204e4befbce02e0c2c.png,2131012A,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– Как правило, используются в процессе титрования
– Индивидуально протестированы, для точного объема, распределенного на 3 пунктах по шкале
– Проставляется с Boroflo с ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, так как используется ПТФЭ шпиндель
– Легко разбирается и чистится
– Янтарный цвет наносится на внешнюю поверхность",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с прямым краном и ПТФЭ шпинделем, класс A, 25 мл, интервал градуировки 0,1 мл.",https://himbio.ru/upload/iblock/419/4198ef09e4185f657368d58a7a877a87.png,2129009A,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– Как правило, используются в процессе титрования
– Индивидуально протестирован,для точного объема
– Буквенно-цифровой серийный номер на изделии и сертификате обеспечивает полную подконтрольность стандартам
– Поставляются с ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, так как используется ПТФЭ шпиндель",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретки с прямым краном, точность согласно классу А, с сертификатом, сертифицировано НСАЛ, 25  мл",https://himbio.ru/upload/iblock/07b/07b6942127f18fbd9f0ac409b9cb1274.png,2002009,"– Соответствуют IS 1997, ISO / DIN 385",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с автоматич. установ.0, класс Б,с резервуаром и Boroflo кр,10 мл, интервал градуир. 0,05 мл",https://himbio.ru/upload/iblock/3dc/3dcb403cbbcf2f01cb27c001652fd7d9.png,2156006,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– С автоматическим механизмом обнуления
– Простое обслуживание
– Чтобы заполнить бюретки, применяется небольшое положительное давление в нижнем плече
– Для установки нуля, выпустите давление, чтобы позволить избытку жидкости, перетечь обратно в бутыль
– Бюретки изготовлены из химически стойкого боросиликатного стекла 3.3
– Надпись сделана белой эмалью
– Со стеклянным краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, Boroflo, оснащена Boroflo ОН, 50 мл, интервал градуировки 0.1 мл.",https://himbio.ru/upload/iblock/11f/11f1af541e43a2737676a02d88ea1a2b.png,2121012A,"– СоответствуютISO / DIN 385
– Калибровка при 20°С
– Как правило, используются в процессе титрования
– Поставляются с Boroflo краном с ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Индивидуально протестированы, для точного объема, распределенного на 3 пунктах по шкале
– Нет необходимости в смазке, так как используется ПТФЭ шпиндель",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с прямым краном, точность согласно классу B, 50 мл, интервал градуировки 0.1 мл.",https://himbio.ru/upload/iblock/999/9992294ee59e3fa29667a14552128d1e.png,2124012D,"– СоответствуютISO / DIN 385
– Калибровка при 20°С
– Разработаны с прямым краном, что увеличивает срок службы, по сравнению с кранами с ПТФЭ шпинделями
– Стеклянный кран усиливает контроль и обеспечивает более плавные действия",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с автоматич. установ.0, класс B, с резервуаром, с ПТФЭ кр., 25 мл, интервал градуир. 0,1 мл",https://himbio.ru/upload/iblock/ff9/ff9dec506b472050bd54719790cb59aa.png,2154009,"– Калибровка при 20°С
– С автоматическим механизмом обнуления
– Простое обслуживание
– Чтобы заполнить бюретки, применяется небольшое положительное давление в нижнем плече
– Для установки нуля, выпустите давление, чтобы позволить избытку жидкости, перетечь обратно в бутыль
– Бюретки изготовлены из химически стойкого боросиликатного стекла
– Надписи сделаны белой эмалью
– Со стеклянным краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с автоматич. установ.0, класс A,с резервуаром и Boroflo кр.,25 мл, интервал градуир. 0,1 мл",https://himbio.ru/upload/iblock/90c/90ccfe5feeddf96bfbaa3cb51961b535.png,2155009D,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– С автоматическим механизмом обнуления
– Индивидуально протестированы для точного объема
– Простое обслуживание
– Чтобы заполнить бюретки, применяется небольшое положительное давление в нижнем плече
– Для установки нуля, выпустите давление, чтобы позволить избытку жидкости, перетечь обратно в бутыль
– Бюретки изготовлены из химически стойкого боросиликатного стекла 3.3
– Надпись сделана белой эмалью
– Со стеклянным краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с автоматич. установ.0, класс A,с резервуаром и Boroflo кр,100 мл, интервал градуир. 0,2 мл",https://himbio.ru/upload/iblock/224/224e12373d29a21229bb890cc0be97d0.png,2155016D,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– С автоматическим механизмом обнуления
– Индивидуально протестированы для точного объема
– Простое обслуживание
– Чтобы заполнить бюретки, применяется небольшое положительное давление в нижнем плече
– Для установки нуля, выпустите давление, чтобы позволить избытку жидкости, перетечь обратно в бутыль
– Бюретки изготовлены из химически стойкого боросиликатного стекла 3.3
– Надпись сделана белой эмалью
– Со стеклянным краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, Boroflo, оснащена Boroflo ОН, класс А, 10 мл, интервал градуировки 0.05 мл. ",https://himbio.ru/upload/iblock/fd4/fd4e645a789b68f294c7468d7f398b70.png,2121006A,"– СоответствуютISO / DIN 385
– Калибровка при 20°С
– Как правило, используются в процессе титрования
– Поставляются с Boroflo краном с ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Индивидуально протестированы, для точного объема, распределенного на 3 пунктах по шкале
– Нет необходимости в смазке, так как используется ПТФЭ шпиндель",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с прямым краном, точность согласно классу А, 5 мл, интервал градуировки 0.02 мл. ",https://himbio.ru/upload/iblock/f6d/f6dd12cae75bd47bb6401e1b5cdfb5e1.png,2123005A ,Нет описания данного товара,БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретки, Boroflo ОН (Общего назначения),кран ПТФЭ, класс А, сертифицировано НСАЛ, 100 мл",https://himbio.ru/upload/iblock/d25/d25114933c478f9e57ad4230c20060da.png,2000016,"– Соответствуют IS 1997, ISO / DIN 385",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с автоматич. устан. 0, Класс A, с резервуаром,25 мл,интервал градуировки 0,1 мл.",https://himbio.ru/upload/iblock/921/921f60d08e147c84c5490cc691ea7db4.png,2153009D,"– Калибровка при 20°С
– С автоматическим механизмом обнуления
– Индивидуально протестированы для точного объема
– Простое обслуживание
– Чтобы заполнить бюретки, применяется небольшое положительное давление в нижнем плече
– Для установки нуля, выпустите давление, чтобы позволить избытку жидкости, перетечь обратно в бутыль
– Бюретки изготовлены из химически стойкого боросиликатного стекла
– Надписи сделаны белой эмалью
– Со стеклянным краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с прямым краном, точность согласно классу А, 1 мл, интервал градуировки 0.01 мл. ",https://himbio.ru/upload/iblock/084/08493479dd5cffbad0b1d6bb66dd1ccb.png,2123001D,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– Как правило, используются в процессе титрования
– Разработаны с прямым краном, что увеличивает срок службы, по сравнению с кранами с ПТФЭ шпинделями
– Стеклянный кран усиливает контроль и обеспечивает более плавные действия",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с автоматич. устан. 0, класс A, с резервуаром, с ПТФЭ кр., 50 мл, интервал градуир. 0,1 мл.",https://himbio.ru/upload/iblock/19c/19c8ffac73187e6331eb38157dc7a7cc.png,2153012D,"– Калибровка при 20°С
– С автоматическим механизмом обнуления
– Индивидуально протестированы для точного объема
– Простое обслуживание
– Чтобы заполнить бюретки, применяется небольшое положительное давление в нижнем плече
– Для установки нуля, выпустите давление, чтобы позволить избытку жидкости, перетечь обратно в бутыль
– Бюретки изготовлены из химически стойкого боросиликатного стекла
– Надписи сделаны белой эмалью
– Со стеклянным краном",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретки, Boroflo ОН (Общего назначения), кран с ПТФЭ, класс А, сертифицировано НСАЛ, 10 мл",https://himbio.ru/upload/iblock/27f/27fb2c5aba484786f2cd8ee829549548.png,2000006D,"– Соответствуют IS 1997, ISO / DIN 385",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с прямым краном и ПТФЭ шпинделем, класс В, 10 мл, интервал градуировки 0,05 мл.",https://himbio.ru/upload/resize_cache/webp/iblock/e0a/e0a61ff5bde5bd471e96fc1a9814574d.webp,2130006D,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– Как правило, используются в процессе титрования
– Поставляются с ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, так как используется ПТФЭ шпиндель",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бюретки,"Бюретка, с прямым краном и ПТФЭ шпинделем, класс A, 100 мл, интервал градуировки 0.2 мл.",https://himbio.ru/upload/iblock/ced/ced06d12fd9f78beb62b1adc8d75f868.png,2129016A,"– Соответствуют ISO / DIN 385
– Калибровка при 20°С
– Как правило, используются в процессе титрования
– Индивидуально протестирован,для точного объема
– Буквенно-цифровой серийный номер на изделии и сертификате обеспечивает полную подконтрольность стандартам
– Поставляются с ПТФЭ шпинделем, который обладает высокой устойчивостью к химическому воздействию
– Нет необходимости в смазке, так как используется ПТФЭ шпиндель",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
