Название товора,Ссылка,Артикул,Описание,Производитель,Цена,Изображение
"ПП пробки для мерных колб, соединение 10/19",https://himbio.ru/catalog/steklo_borosil/probki_i_kryshki/pp-probki-dlya-mernykh-kolb-soedinenie-10-19/,8300A10,Нет описания данного товара,БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД,17 605 руб.																											/шт																										,https://himbio.ru/upload/iblock/efb/efb917d449fa9b56aba5cc287b8a64a8.png
