Название товора,Ссылка,Артикул,Описание,Производитель,Цена,Изображение
" Наконечники универсальные, градуированные, 500-5000 мкл, 100 шт./уп",https://himbio.ru/catalog/steklo_borosil/dozatory_labquest/nakonechniki-universalnye-graduirovannye-500-5000-mkl-100-sht-up/,BGT-C30005 ,Нет описания данного товара,БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД,"
																									5 810 руб.																											/упак																																				",https://himbio.ru/bitrix/templates/aspro_mshop/images/no_photo_medium.png
