Название товора,Ссылка,Артикул,Описание,Производитель,Цена,Изображение
"Прозрачный флакон (виала) с винтовой крышкой, 30 мл, крышка с ПТФЭ/силиконовой прокладкой, 72 шт/уп",https://himbio.ru/catalog/steklo_borosil/flakony_vialy/prozrachnyy-flakon-viala-s-vintovoy-kryshkoy-30-ml-kryshka-s-ptfe-silikonovoy-prokladkoy-72-sht-up/,VC30C124PWS111,Нет описания данного товара,БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД,48 650 руб.																											/упак																										,https://himbio.ru/upload/resize_cache/webp/bitrix/templates/aspro_mshop/images/no_photo_medium.webp
