Название товора,Ссылка,Артикул,Описание,Производитель,Цена,Изображение
"Пипетки, измерительные, Класс B, интервал градуировки 0.1 мл, 10 мл ",https://himbio.ru/catalog/steklo_borosil/pipetki/pipetki_izmeritelnye_klass_b_interval_graduirovki_0_1_ml_10_ml_/,7060P06D,Нет описания данного товара,БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД,"
																									560 руб.																											/шт																																				",https://himbio.ru/upload/iblock/4d9/4d921ab99b53a3808fde50fa1681b8b7.png
