Название товора,Ссылка,Артикул,Описание,Производитель,Цена,Изображение
"Колба,круглодонная,с взаим.соед,центр. горлышком 24/29 и параллельным боковым горл. 14/23, 100 мл.",https://himbio.ru/catalog/steklo_borosil/kolby/kolba_kruglodonnaya_s_vzaim_soed_tsentr_gorlyshkom_24_29_i_parallelnym_bokovym_gorl_14_23_100_ml/,4382B16,"– Равномерная толщина стенок и круглая форма основания делает эти колбы идеальными для нагревания
– Форма способствует равномерному нагреву
– Комплектующие, термометр, колонка, капельные воронки, капиллярные трубки и т.д., могут быть установлены в зависимости от применения
– Обычно используется в процессах дистилляции и экстракции
– Оба горлышка вертикальны.Одно центрировано, а другое смещено в сторону",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД,"
																									2 590 руб.																											/шт																																				",https://himbio.ru/upload/resize_cache/webp/iblock/3ea/3eace15c4ca9b87e68d6333436c7749b.webp
