Название товора,Ссылка,Артикул,Описание,Производитель,Цена,Изображение
"Колбы, мерные, с взаимозаменяемой пробкой, класс A, с сертификатом, пробка 24/29, 1000 мл",https://himbio.ru/catalog/steklo_borosil/mernye_kolby/kolby_mernye_s_vzaimozamenyaemoy_probkoy_klass_a_s_sertifikatom_probka_24_29_1000_ml_3/,5640029A,"– Соответствуют ISO / DIN 1042
– Калиброваны при 20°С
– Изготовлены из боросиликатного стекла, которое обеспечивает стойкость к коррозии
– Надписи выполнены янтарной эмалью
– Колбы от 4 мл до 20 мл трапециевидные, для лучшей устойчивости",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД,"
																									5 600 руб.																											/шт																																				",https://himbio.ru/upload/iblock/36a/36a647778be20e0c5be323cbe7c65327.png
